Year,GEO_ID,UrbanCode,UrbanName,UrbanTypeDescription,UrbanTypeCode,TotalPopulationEstimate
2019,400C100US11269,11269,Buena Vista,VA Urban Cluster (2010),C,6491
2020,400C100US26956,26956,Elkton,VA Urban Cluster (2010),C,3780
2020,400C100US06220,6220,Bedford,VA Urban Cluster (2010),C,7132
2020,400C100US08515,8515,Bluefield,WV--VA Urban Cluster (2010),C,43612
2020,400C100US21448,21448,Crozet,VA Urban Cluster (2010),C,5807
2020,400C100US21691,21691,Culpeper,VA Urban Cluster (2010),C,18859
2020,400C100US20746,20746,Covington,VA Urban Cluster (2010),C,7947
2020,400C100US72694,72694,Pulaski,VA Urban Cluster (2010),C,15591
2020,400C100US72856,72856,Purcellville,VA Urban Cluster (2010),C,14114
2020,400C100US96103,96103,Winchester,VA Urbanized Area (2010),U,74605
2020,400C100US31438,31438,Franklin,VA Urban Cluster (2010),C,7926
2020,400C100US84630,84630,Staunton--Waynesboro,VA Urbanized Area (2010),U,58688
2020,400C100US31600,31600,Fredericksburg,VA Urbanized Area (2010),U,154730
2020,400C100US18775,18775,Colonial Beach,VA Urban Cluster (2010),C,3655
2020,400C100US46909,46909,Lake Monticello,VA Urban Cluster (2010),C,10128
2020,400C100US46972,46972,Lake of the Woods,VA Urban Cluster (2010),C,11084
2020,400C100US82549,82549,Smithfield,VA Urban Cluster (2010),C,9881
2020,400C100US31924,31924,Front Royal,VA Urban Cluster (2010),C,19618
2020,400C100US52093,52093,Luray,VA Urban Cluster (2010),C,4487
2020,400C100US52201,52201,Lynchburg,VA Urbanized Area (2010),U,124310
2020,400C100US29332,29332,Farmville,VA Urban Cluster (2010),C,8812
2020,400C100US83143,83143,South Boston,VA Urban Cluster (2010),C,7173
2020,400C100US83278,83278,South Hill,VA Urban Cluster (2010),C,4654
2020,400C100US55252,55252,Martinsville,VA Urban Cluster (2010),C,32377
2020,400C100US27550,27550,Emporia,VA Urban Cluster (2010),C,6301
2020,400C100US49555,49555,Lexington,VA Urban Cluster (2010),C,9537
2020,400C100US07678,7678,Big Stone Gap,VA Urban Cluster (2010),C,7389
2020,400C100US37162,37162,Harrisonburg,VA Urbanized Area (2010),U,72426
2020,400C100US65674,65674,Orange,VA Urban Cluster (2010),C,4926
2020,400C100US32248,32248,Galax,VA Urban Cluster (2010),C,6153
2020,400C100US90892,90892,Virginia Beach,VA Urbanized Area (2010),U,1470486
2020,400C100US01738,1738,Altavista,VA Urban Cluster (2010),C,4905
2020,400C100US86815,86815,Tazewell,VA Urban Cluster (2010),C,4160
2020,400C100US36190,36190,Hagerstown,MD--WV--PA Urbanized Area (2010),U,195528
2020,400C100US05958,5958,Bealeton,VA Urban Cluster (2010),C,6054
2020,400C100US75421,75421,Roanoke,VA Urbanized Area (2010),U,213380
2020,400C100US08002,8002,Blacksburg,VA Urbanized Area (2010),U,92807
2020,400C100US95411,95411,Williamsburg,VA Urbanized Area (2010),U,83949
2020,400C100US17857,17857,Clifton Forge,VA Urban Cluster (2010),C,4966
2020,400C100US76015,76015,Rocky Mount,VA Urban Cluster (2010),C,5905
2020,400C100US85195,85195,Strasburg,VA Urban Cluster (2010),C,6876
2020,400C100US10351,10351,Bristol--Bristol,TN--VA Urbanized Area (2010),U,67647
2020,400C100US10405,10405,Broadway,VA Urban Cluster (2010),C,6419
2020,400C100US92242,92242,Washington,DC--VA--MD Urbanized Area (2010),U,5042205
2020,400C100US97156,97156,Woodstock,VA Urban Cluster (2010),C,7456
2020,400C100US15724,15724,Charlottesville,VA Urbanized Area (2010),U,103326
2020,400C100US74584,74584,Richlands,VA Urban Cluster (2010),C,8655
2020,400C100US74746,74746,Richmond,VA Urbanized Area (2010),U,1024063
2020,400C100US11269,11269,Buena Vista,VA Urban Cluster (2010),C,6443
2020,400C100US22253,22253,Danville,VA--NC Urban Cluster (2010),C,47987
2020,400C100US45235,45235,Kingsport,TN--VA Urbanized Area (2010),U,106420
2020,400C100US97453,97453,Wytheville,VA Urban Cluster (2010),C,7037
2020,400C100US54712,54712,Marion,VA Urban Cluster (2010),C,7217
2021,400C100US01738,1738,Altavista,VA Urban Cluster (2010),C,4888
2021,400C100US05958,5958,Bealeton,VA Urban Cluster (2010),C,5783
2021,400C100US06220,6220,Bedford,VA Urban Cluster (2010),C,7030
2021,400C100US07678,7678,Big Stone Gap,VA Urban Cluster (2010),C,7515
2021,400C100US08002,8002,Blacksburg,VA Urbanized Area (2010),U,91162
2021,400C100US08515,8515,Bluefield,WV--VA Urban Cluster (2010),C,42729
2021,400C100US10351,10351,Bristol--Bristol,TN--VA Urbanized Area (2010),U,68511
2021,400C100US10405,10405,Broadway,VA Urban Cluster (2010),C,6791
2021,400C100US11269,11269,Buena Vista,VA Urban Cluster (2010),C,6672
2021,400C100US15724,15724,Charlottesville,VA Urbanized Area (2010),U,104203
2021,400C100US17857,17857,Clifton Forge,VA Urban Cluster (2010),C,4905
2021,400C100US18775,18775,Colonial Beach,VA Urban Cluster (2010),C,3882
2021,400C100US20746,20746,Covington,VA Urban Cluster (2010),C,8145
2021,400C100US21448,21448,Crozet,VA Urban Cluster (2010),C,6002
2021,400C100US21691,21691,Culpeper,VA Urban Cluster (2010),C,19917
2021,400C100US22253,22253,Danville,VA--NC Urban Cluster (2010),C,49119
2021,400C100US26956,26956,Elkton,VA Urban Cluster (2010),C,3949
2021,400C100US27550,27550,Emporia,VA Urban Cluster (2010),C,6960
2021,400C100US29332,29332,Farmville,VA Urban Cluster (2010),C,7899
2021,400C100US31438,31438,Franklin,VA Urban Cluster (2010),C,8378
2021,400C100US31600,31600,Fredericksburg,VA Urbanized Area (2010),U,155106
2021,400C100US31924,31924,Front Royal,VA Urban Cluster (2010),C,19586
2021,400C100US32248,32248,Galax,VA Urban Cluster (2010),C,6325
2021,400C100US36190,36190,Hagerstown,MD--WV--PA Urbanized Area (2010),U,200271
2021,400C100US37162,37162,Harrisonburg,VA Urbanized Area (2010),U,71656
2021,400C100US45235,45235,Kingsport,TN--VA Urbanized Area (2010),U,105887
2021,400C100US46909,46909,Lake Monticello,VA Urban Cluster (2010),C,10112
2021,400C100US46972,46972,Lake of the Woods,VA Urban Cluster (2010),C,10973
2021,400C100US49555,49555,Lexington,VA Urban Cluster (2010),C,9435
2021,400C100US52093,52093,Luray,VA Urban Cluster (2010),C,4587
2021,400C100US52201,52201,Lynchburg,VA Urbanized Area (2010),U,122236
2021,400C100US54712,54712,Marion,VA Urban Cluster (2010),C,7231
2021,400C100US55252,55252,Martinsville,VA Urban Cluster (2010),C,33440
2021,400C100US65674,65674,Orange,VA Urban Cluster (2010),C,4807
2021,400C100US72694,72694,Pulaski,VA Urban Cluster (2010),C,15319
2021,400C100US72856,72856,Purcellville,VA Urban Cluster (2010),C,13410
2021,400C100US74584,74584,Richlands,VA Urban Cluster (2010),C,8377
2021,400C100US74746,74746,Richmond,VA Urbanized Area (2010),U,1036863
2021,400C100US75421,75421,Roanoke,VA Urbanized Area (2010),U,215505
2021,400C100US76015,76015,Rocky Mount,VA Urban Cluster (2010),C,5948
2021,400C100US82549,82549,Smithfield,VA Urban Cluster (2010),C,9815
2021,400C100US83143,83143,South Boston,VA Urban Cluster (2010),C,7537
2021,400C100US83278,83278,South Hill,VA Urban Cluster (2010),C,4902
2021,400C100US84630,84630,Staunton--Waynesboro,VA Urbanized Area (2010),U,58938
2021,400C100US85195,85195,Strasburg,VA Urban Cluster (2010),C,7420
2021,400C100US86815,86815,Tazewell,VA Urban Cluster (2010),C,4191
2021,400C100US90892,90892,Virginia Beach,VA Urbanized Area (2010),U,1489540
2021,400C100US92242,92242,Washington,DC--VA--MD Urbanized Area (2010),U,5083261
2021,400C100US95411,95411,Williamsburg,VA Urbanized Area (2010),U,85363
2021,400C100US96103,96103,Winchester,VA Urbanized Area (2010),U,76931
2021,400C100US97156,97156,Woodstock,VA Urban Cluster (2010),C,7992
2021,400C100US97453,97453,Wytheville,VA Urban Cluster (2010),C,7331
2022,400C200US01738,1738,Altavista,VA Urban Area (2020),U,4635
2022,400C200US05958,5958,Bealeton,VA Urban Area (2020),U,5006
2022,400C200US06220,6220,Bedford,VA Urban Area (2020),U,7469
2022,400C200US07678,7678,Big Stone Gap,VA Urban Area (2020),U,7003
2022,400C200US08002,8002,Blacksburg--Christiansburg,VA Urban Area (2020),U,71417
2022,400C200US08515,8515,Bluefield,WV--VA Urban Area (2020),U,40920
2022,400C200US10351,10351,Bristol,TN--VA Urban Area (2020),U,71305
2022,400C200US10405,10405,Broadway--Timberville,VA Urban Area (2020),U,7203
2022,400C200US11269,11269,Buena Vista,VA Urban Area (2020),U,6695
2022,400C200US15724,15724,Charlottesville,VA Urban Area (2020),U,105024
2022,400C200US16507,16507,Chincoteague,VA Urban Area (2020),U,3092
2022,400C200US17857,17857,Clifton Forge,VA Urban Area (2020),U,4964
2022,400C200US18775,18775,Colonial Beach,VA Urban Area (2020),U,3939
2022,400C200US20746,20746,Covington,VA Urban Area (2020),U,7816
2022,400C200US21448,21448,Crozet,VA Urban Area (2020),U,8943
2022,400C200US21691,21691,Culpeper,VA Urban Area (2020),U,22648
2022,400C200US22253,22253,Danville,VA--NC Urban Area (2020),U,46996
2022,400C200US26956,26956,Elkton,VA Urban Area (2020),U,5242
2022,400C200US27550,27550,Emporia,VA Urban Area (2020),U,6802
2022,400C200US29332,29332,Farmville,VA Urban Area (2020),U,8646
2022,400C200US31438,31438,Franklin,VA Urban Area (2020),U,8739
2022,400C200US31600,31600,Fredericksburg,VA Urban Area (2020),U,168486
2022,400C200US31924,31924,Front Royal,VA Urban Area (2020),U,16179
2022,400C200US32248,32248,Galax,VA Urban Area (2020),U,6261
2022,400C200US36190,36190,Hagerstown,MD--WV--PA--VA Urban Area (2020),U,196568
2022,400C200US37162,37162,Harrisonburg,VA Urban Area (2020),U,73439
2022,400C200US45235,45235,Kingsport,TN--VA Urban Area (2020),U,98420
2022,400C200US46909,46909,Lake Monticello,VA Urban Area (2020),U,10668
2022,400C200US46972,46972,Lake of the Woods,VA Urban Area (2020),U,11571
2022,400C200US49555,49555,Lexington,VA Urban Area (2020),U,9557
2022,400C200US52093,52093,Luray,VA Urban Area (2020),U,4687
2022,400C200US52201,52201,Lynchburg,VA Urban Area (2020),U,126430
2022,400C200US54712,54712,Marion,VA Urban Area (2020),U,7308
2022,400C200US55252,55252,Martinsville,VA Urban Area (2020),U,31405
2022,400C200US65674,65674,Orange,VA Urban Area (2020),U,4789
2022,400C200US72694,72694,Pulaski,VA Urban Area (2020),U,16384
2022,400C200US72856,72856,Purcellville,VA Urban Area (2020),U,16612
2022,400C200US73207,73207,Radford,VA Urban Area (2020),U,19180
2022,400C200US74584,74584,Richlands,VA Urban Area (2020),U,8307
2022,400C200US74746,74746,Richmond,VA Urban Area (2020),U,1056360
2022,400C200US75421,75421,Roanoke,VA Urban Area (2020),U,216050
2022,400C200US76015,76015,Rocky Mount,VA Urban Area (2020),U,4840
2022,400C200US82549,82549,Smithfield,VA Urban Area (2020),U,9486
2022,400C200US83143,83143,South Boston,VA Urban Area (2020),U,7476
2022,400C200US83278,83278,South Hill,VA Urban Area (2020),U,5120
2022,400C200US84630,84630,Staunton--Waynesboro,VA Urban Area (2020),U,58516
2022,400C200US85195,85195,Strasburg,VA Urban Area (2020),U,7614
2022,400C200US85384,85384,Suffolk,VA Urban Area (2020),U,43168
2022,400C200US86815,86815,Tazewell,VA Urban Area (2020),U,4197
2022,400C200US90892,90892,Virginia Beach--Norfolk,VA Urban Area (2020),U,1450830
2022,400C200US91945,91945,Warrenton--New Baltimore,VA Urban Area (2020),U,25152
2022,400C200US92242,92242,Washington--Arlington,DC--VA--MD Urban Area (2020),U,5133889
2022,400C200US95411,95411,Williamsburg,VA Urban Area (2020),U,91224
2022,400C200US96103,96103,Winchester,VA Urban Area (2020),U,83698
2022,400C200US96843,96843,Wise--Norton,VA Urban Area (2020),U,9646
2022,400C200US97156,97156,Woodstock,VA Urban Area (2020),U,5798
2022,400C200US97453,97453,Wytheville,VA Urban Area (2020),U,7208
2013,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6997
2014,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6870
2015,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,7028
2016,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6753
2017,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6754
2018,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6304
2019,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6194
2021,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6553
2022,410C200US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Area (2020),U,5909
2013,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32709
2014,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32279
2015,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32776
2016,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32020
2017,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,31975
2018,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,31335
2019,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,31463
2021,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32236
2022,410C200US1035151,10351,Virginia (part); Bristol,TN--VA Urban Area (2020),U,32698
2013,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,49928
2014,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,48878
2015,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,48199
2016,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,48152
2017,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,47722
2018,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,47372
2019,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,47375
2021,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,49080
2022,410C200US2225351,22253,Virginia (part); Danville,VA--NC Urban Area (2020),U,46996
2013,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6997
2014,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6870
2015,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,7028
2016,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6753
2017,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6754
2018,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6304
2019,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6194
2021,410C100US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Cluster (2010),C,6553
2022,410C200US0851551,8515,Virginia (part); Bluefield,WV--VA Urban Area (2020),U,5909
2013,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32709
2014,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32279
2015,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32776
2016,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32020
2017,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,31975
2018,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,31335
2019,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,31463
2021,410C100US1035151,10351,Virginia (part); Bristol--Bristol,TN--VA Urbanized Area (2010),U,32236
2022,410C200US1035151,10351,Virginia (part); Bristol,TN--VA Urban Area (2020),U,32698
2013,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,49928
2014,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,48878
2015,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,48199
2016,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,48152
2017,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,47722
2018,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,47372
2019,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,47375
2021,410C100US2225351,22253,Virginia (part); Danville,VA--NC Urban Cluster (2010),C,49080
2022,410C200US2225351,22253,Virginia (part); Danville,VA--NC Urban Area (2020),U,46996
2013,410C100US4523551,45235,Virginia (part); Kingsport,TN--VA Urbanized Area (2010),U,4522
2014,410C100US4523551,45235,Virginia (part); Kingsport,TN--VA Urbanized Area (2010),U,4339
2015,410C100US4523551,45235,Virginia (part); Kingsport,TN--VA Urbanized Area (2010),U,4244
2016,410C100US4523551,45235,Virginia (part); Kingsport,TN--VA Urbanized Area (2010),U,4328
2017,410C100US4523551,45235,Virginia (part); Kingsport,TN--VA Urbanized Area (2010),U,4216
2018,410C100US4523551,45235,Virginia (part); Kingsport,TN--VA Urbanized Area (2010),U,4349
2019,410C100US4523551,45235,Virginia (part); Kingsport,TN--VA Urbanized Area (2010),U,3956
2021,410C100US4523551,45235,Virginia (part); Kingsport,TN--VA Urbanized Area (2010),U,3704
2022,410C200US4523551,45235,Virginia (part); Kingsport,TN--VA Urban Area (2020),U,339
2013,410C100US9224251,92242,Virginia (part); Washington,DC--VA--MD Urbanized Area (2010),U,2293206
2014,410C100US9224251,92242,Virginia (part); Washington,DC--VA--MD Urbanized Area (2010),U,2343293
2015,410C100US9224251,92242,Virginia (part); Washington,DC--VA--MD Urbanized Area (2010),U,2381572
2016,410C100US9224251,92242,Virginia (part); Washington,DC--VA--MD Urbanized Area (2010),U,2405418
2017,410C100US9224251,92242,Virginia (part); Washington,DC--VA--MD Urbanized Area (2010),U,2433359
2018,410C100US9224251,92242,Virginia (part); Washington,DC--VA--MD Urbanized Area (2010),U,2448894
2019,410C100US9224251,92242,Virginia (part); Washington,DC--VA--MD Urbanized Area (2010),U,2463411
2021,410C100US9224251,92242,Virginia (part); Washington,DC--VA--MD Urbanized Area (2010),U,2493002
2022,410C200US9224251,92242,Virginia (part); Washington--Arlington,DC--VA--MD Urban Area (2020),U,2518305
